,absolute_tidy_tweets,stopped_tweets,positive,negative,total,StSc,sentiment
27109,OPISYAL NA PAHAYAG NG RISE FOR EDUCATION UP BAGUIO SA IKA UNANG TAONG KOMEMORASYON NG BAGUIO WIDE ACADEMIC BREAK CAMPAIGN Ngayong araw ay ginugunita natin ang ika unang taon magmula nang sama samang ikampanya ng mga konseho ng mga estudyante ng iba t ibang unibersidad t co ZBcspkw,opisyal pahayag rise education baguio ika unang taong komemorasyon baguio wide academic break campaign ngayong araw ginugunita natin ika unang taon magmula nang sama samang ikampanya konseho estudyante ibang unibersidad co zbcspkw,1,-2,48,-0.3333333333333333,0
27110,sana meron rin kaming academic break hahah t co oebFgh oBo,sana meron rin kaming academic break hahah co oebfgh obo,0,0,11,0.0,0
27111,uz na walang academic break t co Lb ugyRn,uz academic break co lb ugyrn,0,-2,9,0.0,0
27112,taenang ue to mema sabing academic break ginawa lang asyncro yung wednesday eh tapos ginawang syncro yung friday t co gfkLia j,taenang ue mema sabing academic break lang asyncro yung wednesday eh tapos syncro yung friday co gfklia j,0,-2,22,0.0,0
27113,masyado ko sineryoso yung academic break ayan walang nangyaring checking of emails beh nagsipag upload na pala sila HAHAHAHHA,sineryoso yung academic break ayan nangyaring checking emails beh nagsipag upload pala hahahahha,0,-3,19,0.0,0
27114,academic break nga walay problema among gipangayo pero ang gihatag quarantine nga mabalaka ta,academic break nga walay problema among gipangayo gihatag quarantine nga mabalaka ta,0,-2,14,0.0,0
27115,Wala kasi academic break kaya breakdown na lang t co y DRu pqT,wala kasi academic break breakdown lang co dru pqt,1,-2,13,-0.3333333333333333,0
27116,LOOK National Union of Students of the Philippines NUSP Baguio Benguet released a statement this evening November commemorating the first year of the city wide Academic Break Now Campaign in Baguio t co HZzgIfhNg,look national union students philippines nusp baguio benguet released statement evening november commemorating first year city wide academic break campaign baguio co hzzgifhng,1,0,34,1.0,1
27117,tanga anong karapatan mo maghanap ng academic break college ka,tanga anong karapatan mo maghanap academic break college,1,-2,10,-0.3333333333333333,0
27118,Ako si Jordan mula sa at ako ay patuloy na nananawagan para sa ligtas abot kamay at de kalidad na balik eskwela Kasama sa panawagang ito ang genuine academic break at academic ease policies sa aming mga pamantasan Tuloy ang ating laban NoStudentLeftBehind t co BBmplXVd,si jordan patuloy nananawagan ligtas abot kamay de kalidad balik eskwela kasama panawagang genuine academic break academic ease policies pamantasan tuloy nostudentleftbehind co bbmplxvd,4,-2,46,0.3333333333333333,1
27120,After a not so long academic break now we are bombarded with lots of recorded discussions because we still have lots of topics that needed to be discussed and the exams are coming up next week palakasan nalang talaga ng guardian angel,long academic break bombarded lots recorded discussions still lots topics needed discussed exams coming next week palakasan nalang talaga guardian angel,3,0,42,0.5,1
27121,Ako si Yna mula sa NMROTC Network MB at ako ay patuloy na nananawagan para sa ligtas abot kamay at de kalidad na balik eskwela Kasama sa panawagang ito ang genuine academic break at academic ease policies sa aming mga pamantasan Tuloy ang ating laban NoStudentLeftBehind t co a nQbg fWy,si yna nmrotc network mb patuloy nananawagan ligtas abot kamay de kalidad balik eskwela kasama panawagang genuine academic break academic ease policies pamantasan tuloy nostudentleftbehind co nqbg fwy,5,-2,51,0.42857142857142855,1
27122,may academic break kayo sana all kung meron,academic break kayo sana meron,0,0,8,0.0,0
27123,Ako si Jaz mula sa at ako ay patuloy na nananawagan para sa ligtas abot kamay at de kalidad na balik eskwela Kasama sa panawagang ito ang genuine academic break at academic ease policies sa aming mga pamantasan Tuloy ang ating laban NoStudentLeftBehind t co o YVANXZqN,si jaz patuloy nananawagan ligtas abot kamay de kalidad balik eskwela kasama panawagang genuine academic break academic ease policies pamantasan tuloy nostudentleftbehind co yvanxzqn,4,-2,47,0.3333333333333333,1
27124,Ako si Mar Clarence mula sa at ako ay patuloy na nananawagan para sa ligtas abot kamay at de kalidad na balik eskwela Kasama sa panawagang ito ang genuine academic break at academic ease policies sa aming mga pamantasan Tuloy ang ating laban NoStudentLeftBehind t co PRPXcp i,si mar clarence patuloy nananawagan ligtas abot kamay de kalidad balik eskwela kasama panawagang genuine academic break academic ease policies pamantasan tuloy nostudentleftbehind co prpxcp,4,-2,48,0.3333333333333333,1
27125,Academic break now Academics will break you later Chour,academic break academics break later chour,0,-2,9,0.0,0
27126,Ako si Jaz mula sa at ako ay patuloy na nananawagan para sa ligtas abot kamay at de kalidad na balik eskwela Kasama sa panawagang ito ang genuine academic break at academic ease policies sa mga pamantasan Tuloy ang ating laban NoStudentLeftBehind t co rhQjA gTe,si jaz patuloy nananawagan ligtas abot kamay de kalidad balik eskwela kasama panawagang genuine academic break academic ease policies pamantasan tuloy nostudentleftbehind co rhqja gte,4,-2,46,0.3333333333333333,1
27127,bwiset academic break pero dame ggawin,bwiset academic break dame ggawin,0,-2,6,0.0,0
27128,Random thought but I ve been here ignoring my messenger for a while now because I m sick and I don t want unnecessary pressure from group chats and academic activities But I m willing to break my rule and dive right into chatting if it s Cale Henituse I miss my dumb smart human,random thought ignoring messenger sick want unnecessary pressure group chats academic activities willing break rule dive right chatting cale henituse miss dumb smart human,4,-5,55,-0.1111111111111111,0
27129,Kaya nga ho eh dine sa amin week academic break di ka naman makagala dahil sa sama ng panahon kaya ayun nakuntento na lang sa movie marathon Minsan relax din ho ho kayo at iwasan muna ninyo makipagbardagulan sa mga ULALONG uhugin,nga ho eh dine week academic break di naman makagala sama ayun nakuntento lang movie marathon relax ho ho kayo iwasan muna ninyo makipagbardagulan ulalong uhugin,1,-4,42,-0.6,0
27130,Academic break ngaa dami namang gawain jusmiyo,academic break ngaa dami namang gawain jusmiyo,0,0,7,0.0,0
27131,Academic break pero naglapag ng homework Ok,academic break naglapag homework ok,0,0,7,0.0,0
27132,Akala ko ba academic break bakit may deadline bukas,akala ba academic break deadline bukas,0,0,9,0.0,0
27133,And he just might except that he promised not to oh wait we ve seen this movie before haven t we I think even Gantz may have learned his lesson about Bibi by now and if he does go in he ll demand lots of promises that Bibi can break,might except promised oh wait seen movie think even gantz learned lesson bibi go demand lots promises bibi break,2,0,50,0.3333333333333333,1
27134,Sa wakas nakaranas den ng academic break HAHAHHA,wakas nakaranas den academic break hahahha,0,0,8,0.0,0
27136,gsto ko ng academic break HAHAHA,gsto academic break hahaha,0,0,6,0.0,0
27137,mukang malabo magka academic break samin huhuhu,mukang malabo magka academic break samin huhuhu,0,-2,7,0.0,0
27138,tanginang academic break yan HAHAHAHHAHAHAHAHAHHAHAHAHSHAHAHJAJAJAHAHAHAHAJHAHAHAHAHHAHAJAHA,tanginang academic break yan hahahahhahahahahahhahahahshahahjajajahahahahajhahahahahhahajaha,0,0,5,0.0,0
27139,hindi naman namin maeenjoy ang academic break e,naman maeenjoy academic break e,0,-2,8,0.0,0
27140,academic break man balik na pud tas impyerno nextweek,academic break man balik pud tas impyerno nextweek,0,-2,9,0.0,0
27141,academic break daw pero tambak naman sa gawain jusko,academic break daw tambak naman gawain jusko,0,0,9,0.0,0
27142,academic break daw pero tinambakan kami ng gawain,academic break daw tinambakan gawain,0,0,8,0.0,0
27145,whooo tagal ng academic break,whooo tagal academic break,0,0,5,0.0,0
27146,days academic break,days academic break,0,0,3,0.0,0
27147,Lord ngayon lang po ako nanghingi ng academic break Pag bigyan na po sana,lord lang po nanghingi academic break pag bigyan po sana,0,0,14,0.0,0
27148,ano uphsl yan ba yung academic break na sinasabi nyo t co w kOoEp d,uphsl yan ba yung academic break sinasabi nyo co w kooep,0,0,15,0.0,0
27149,Thanks SPC for the academic break daghan kog na watch na movie,thanks spc academic break daghan kog watch movie,0,0,12,0.0,0
27150,Parang tanga ang academic break ng cnsc ampota dalawang araw HAHAHAHA,parang tanga academic break cnsc ampota dalawang araw hahahaha,0,-2,11,0.0,0
27153,i fn hate long academic breaks,fn hate long academic breaks,0,-2,6,0.0,0
27154,kalma lang po sa pagbibigay ng activities academic break pa namin oh,kalma lang po pagbibigay activities academic break oh,0,0,12,0.0,0
27155,Academic Break for a Day only in Maroon School apaka Red Flag naman nila,academic break day maroon school apaka red flag naman,1,0,14,1.0,1
27156,napasarap academic break ko i almost forgot na may midterms amp activities papala akong di natatapos,napasarap academic break almost forgot midterms amp activities papala akong di natatapos,0,0,16,0.0,0
27157,owwww academic break week daw pero days lang naman huhu HAHAHAHAHAHHAHA,owwww academic break week daw days lang naman huhu hahahahahahhaha,0,0,11,0.0,0
27158,academic break naging breakdown,academic break breakdown,0,-2,4,0.0,0
27159,We begin the winter session and welcome our dear students after their break Wishing them the best for the rest for the academic year TGS TheTGSWay trinityglobalschoolinpatna education learning schooling academics schoollife extracurricularactivities schooldays cbse t co h kWgnuwL,begin winter session welcome dear students break wishing best rest academic year tgs thetgsway trinityglobalschoolinpatna education learning schooling academics schoollife extracurricularactivities schooldays cbse co h kwgnuwl,2,0,39,0.3333333333333333,1
27160,academic break daw pero daming assignment,academic break daw daming assignment,0,0,6,0.0,0
27161,no classes nov tapos magkaka academic break pa saraaaaap mahaba habang pahinga,classes nov tapos magkaka academic break saraaaaap mahaba pahinga,1,-2,12,-0.3333333333333333,0
